,Old Name,New Name,Flag system,Name Plot
787,mean_everywhere_except_cloud_var_6_time_9,mn_es_v6_t9,0,mn_es_v6_t9
788,mean_everywhere_except_cloud_var_7_time_9,mn_es_v7_t9,0,mn_es_v7_t9
789,mean_everywhere_except_cloud_var_8_time_9,mn_es_v8_t9,0,mn_es_v8_t9
790,mean_everywhere_except_cloud_var_9_time_9,mn_es_v9_t9,0,mn_es_v9_t9
791,mean_everywhere_except_cloud_var_10_time_9,mn_es_v10_t9,0,mn_es_v10_t9
792,mean_everywhere_except_cloud_var_11_time_9,mn_es_v11_t9,0,mn_es_v11_t9
793,mean_everywhere_except_cloud_var_12_time_9,mn_es_v12_t9,0,mn_es_v12_t9
794,mean_everywhere_except_cloud_var_13_time_9,mn_es_v13_t9,0,mn_es_v13_t9
795,mean_everywhere_except_cloud_var_14_time_9,mn_es_v14_t9,0,mn_es_v14_t9
796,mean_everywhere_except_cloud_var_15_time_9,mn_es_v15_t9,0,mn_es_v15_t9
797,mean_everywhere_except_cloud_var_16_time_9,mn_es_v16_t9,0,mn_es_v16_t9
798,mean_everywhere_except_cloud_var_17_time_9,mn_es_v17_t9,0,mn_es_v17_t9
799,mean_everywhere_except_cloud_var_18_time_9,mn_es_v18_t9,0,mn_es_v18_t9
800,mean_everywhere_except_cloud_var_19_time_9,mn_es_v19_t9,0,mn_es_v19_t9
801,mean_under_all_mcs_neighbours_var_1_time_0,mn_ns_v1_t0,0,mn_ns_v1_t0
802,mean_under_all_mcs_neighbours_var_2_time_0,mn_ns_v2_t0,0,mn_ns_v2_t0
803,mean_under_all_mcs_neighbours_var_3_time_0,mn_ns_v3_t0,0,mn_ns_v3_t0
804,mean_under_all_mcs_neighbours_var_4_time_0,mn_ns_v4_t0,0,mn_ns_v4_t0
805,mean_under_all_mcs_neighbours_var_5_time_0,mn_ns_v5_t0,0,mn_ns_v5_t0
806,mean_under_all_mcs_neighbours_var_6_time_0,mn_ns_v6_t0,0,mn_ns_v6_t0
807,mean_under_all_mcs_neighbours_var_7_time_0,mn_ns_v7_t0,0,mn_ns_v7_t0
808,mean_under_all_mcs_neighbours_var_8_time_0,mn_ns_v8_t0,0,mn_ns_v8_t0
809,mean_under_all_mcs_neighbours_var_9_time_0,mn_ns_v9_t0,0,mn_ns_v9_t0
810,mean_under_all_mcs_neighbours_var_10_time_0,mn_ns_v10_t0,0,mn_ns_v10_t0
811,mean_under_all_mcs_neighbours_var_11_time_0,mn_ns_v11_t0,0,mn_ns_v11_t0
812,mean_under_all_mcs_neighbours_var_12_time_0,mn_ns_v12_t0,0,mn_ns_v12_t0
813,mean_under_all_mcs_neighbours_var_13_time_0,mn_ns_v13_t0,0,mn_ns_v13_t0
814,mean_under_all_mcs_neighbours_var_14_time_0,mn_ns_v14_t0,0,mn_ns_v14_t0
815,mean_under_all_mcs_neighbours_var_15_time_0,mn_ns_v15_t0,0,mn_ns_v15_t0
816,mean_under_all_mcs_neighbours_var_16_time_0,mn_ns_v16_t0,0,mn_ns_v16_t0
817,mean_under_all_mcs_neighbours_var_17_time_0,mn_ns_v17_t0,0,mn_ns_v17_t0
818,mean_under_all_mcs_neighbours_var_18_time_0,mn_ns_v18_t0,0,mn_ns_v18_t0
819,mean_under_all_mcs_neighbours_var_19_time_0,mn_ns_v19_t0,0,mn_ns_v19_t0
820,mean_under_all_mcs_neighbours_var_1_time_1,mn_ns_v1_t1,0,mn_ns_v1_t1
821,mean_under_all_mcs_neighbours_var_2_time_1,mn_ns_v2_t1,0,mn_ns_v2_t1
822,mean_under_all_mcs_neighbours_var_3_time_1,mn_ns_v3_t1,0,mn_ns_v3_t1
823,mean_under_all_mcs_neighbours_var_4_time_1,mn_ns_v4_t1,0,mn_ns_v4_t1
824,mean_under_all_mcs_neighbours_var_5_time_1,mn_ns_v5_t1,0,mn_ns_v5_t1
825,mean_under_all_mcs_neighbours_var_6_time_1,mn_ns_v6_t1,0,mn_ns_v6_t1
826,mean_under_all_mcs_neighbours_var_7_time_1,mn_ns_v7_t1,0,mn_ns_v7_t1
827,mean_under_all_mcs_neighbours_var_8_time_1,mn_ns_v8_t1,0,mn_ns_v8_t1
828,mean_under_all_mcs_neighbours_var_9_time_1,mn_ns_v9_t1,0,mn_ns_v9_t1
829,mean_under_all_mcs_neighbours_var_10_time_1,mn_ns_v10_t1,0,mn_ns_v10_t1
830,mean_under_all_mcs_neighbours_var_11_time_1,mn_ns_v11_t1,0,mn_ns_v11_t1
831,mean_under_all_mcs_neighbours_var_12_time_1,mn_ns_v12_t1,0,mn_ns_v12_t1
832,mean_under_all_mcs_neighbours_var_13_time_1,mn_ns_v13_t1,0,mn_ns_v13_t1
833,mean_under_all_mcs_neighbours_var_14_time_1,mn_ns_v14_t1,0,mn_ns_v14_t1
834,mean_under_all_mcs_neighbours_var_15_time_1,mn_ns_v15_t1,0,mn_ns_v15_t1
835,mean_under_all_mcs_neighbours_var_16_time_1,mn_ns_v16_t1,0,mn_ns_v16_t1
836,mean_under_all_mcs_neighbours_var_17_time_1,mn_ns_v17_t1,0,mn_ns_v17_t1
837,mean_under_all_mcs_neighbours_var_18_time_1,mn_ns_v18_t1,0,mn_ns_v18_t1
838,mean_under_all_mcs_neighbours_var_19_time_1,mn_ns_v19_t1,0,mn_ns_v19_t1
839,mean_under_all_mcs_neighbours_var_1_time_2,mn_ns_v1_t2,0,mn_ns_v1_t2
840,mean_under_all_mcs_neighbours_var_2_time_2,mn_ns_v2_t2,0,mn_ns_v2_t2
841,mean_under_all_mcs_neighbours_var_3_time_2,mn_ns_v3_t2,0,mn_ns_v3_t2
842,mean_under_all_mcs_neighbours_var_4_time_2,mn_ns_v4_t2,0,mn_ns_v4_t2
843,mean_under_all_mcs_neighbours_var_5_time_2,mn_ns_v5_t2,0,mn_ns_v5_t2
844,mean_under_all_mcs_neighbours_var_6_time_2,mn_ns_v6_t2,0,mn_ns_v6_t2
845,mean_under_all_mcs_neighbours_var_7_time_2,mn_ns_v7_t2,0,mn_ns_v7_t2
846,mean_under_all_mcs_neighbours_var_8_time_2,mn_ns_v8_t2,0,mn_ns_v8_t2
847,mean_under_all_mcs_neighbours_var_9_time_2,mn_ns_v9_t2,0,mn_ns_v9_t2
848,mean_under_all_mcs_neighbours_var_10_time_2,mn_ns_v10_t2,0,mn_ns_v10_t2
849,mean_under_all_mcs_neighbours_var_11_time_2,mn_ns_v11_t2,0,mn_ns_v11_t2
850,mean_under_all_mcs_neighbours_var_12_time_2,mn_ns_v12_t2,0,mn_ns_v12_t2
851,mean_under_all_mcs_neighbours_var_13_time_2,mn_ns_v13_t2,0,mn_ns_v13_t2
852,mean_under_all_mcs_neighbours_var_14_time_2,mn_ns_v14_t2,0,mn_ns_v14_t2
853,mean_under_all_mcs_neighbours_var_15_time_2,mn_ns_v15_t2,0,mn_ns_v15_t2
854,mean_under_all_mcs_neighbours_var_16_time_2,mn_ns_v16_t2,0,mn_ns_v16_t2
855,mean_under_all_mcs_neighbours_var_17_time_2,mn_ns_v17_t2,0,mn_ns_v17_t2
856,mean_under_all_mcs_neighbours_var_18_time_2,mn_ns_v18_t2,0,mn_ns_v18_t2
857,mean_under_all_mcs_neighbours_var_19_time_2,mn_ns_v19_t2,0,mn_ns_v19_t2
858,mean_under_all_mcs_neighbours_var_1_time_3,mn_ns_v1_t3,0,mn_ns_v1_t3
859,mean_under_all_mcs_neighbours_var_2_time_3,mn_ns_v2_t3,0,mn_ns_v2_t3
860,mean_under_all_mcs_neighbours_var_3_time_3,mn_ns_v3_t3,0,mn_ns_v3_t3
861,mean_under_all_mcs_neighbours_var_4_time_3,mn_ns_v4_t3,0,mn_ns_v4_t3
862,mean_under_all_mcs_neighbours_var_5_time_3,mn_ns_v5_t3,0,mn_ns_v5_t3
863,mean_under_all_mcs_neighbours_var_6_time_3,mn_ns_v6_t3,0,mn_ns_v6_t3
864,mean_under_all_mcs_neighbours_var_7_time_3,mn_ns_v7_t3,0,mn_ns_v7_t3
865,mean_under_all_mcs_neighbours_var_8_time_3,mn_ns_v8_t3,0,mn_ns_v8_t3
866,mean_under_all_mcs_neighbours_var_9_time_3,mn_ns_v9_t3,0,mn_ns_v9_t3
867,mean_under_all_mcs_neighbours_var_10_time_3,mn_ns_v10_t3,0,mn_ns_v10_t3
868,mean_under_all_mcs_neighbours_var_11_time_3,mn_ns_v11_t3,0,mn_ns_v11_t3
869,mean_under_all_mcs_neighbours_var_12_time_3,mn_ns_v12_t3,0,mn_ns_v12_t3
870,mean_under_all_mcs_neighbours_var_13_time_3,mn_ns_v13_t3,0,mn_ns_v13_t3
871,mean_under_all_mcs_neighbours_var_14_time_3,mn_ns_v14_t3,0,mn_ns_v14_t3
872,mean_under_all_mcs_neighbours_var_15_time_3,mn_ns_v15_t3,0,mn_ns_v15_t3
873,mean_under_all_mcs_neighbours_var_16_time_3,mn_ns_v16_t3,0,mn_ns_v16_t3
874,mean_under_all_mcs_neighbours_var_17_time_3,mn_ns_v17_t3,0,mn_ns_v17_t3
875,mean_under_all_mcs_neighbours_var_18_time_3,mn_ns_v18_t3,0,mn_ns_v18_t3
876,mean_under_all_mcs_neighbours_var_19_time_3,mn_ns_v19_t3,0,mn_ns_v19_t3
877,mean_under_all_mcs_neighbours_var_1_time_4,mn_ns_v1_t4,0,mn_ns_v1_t4
878,mean_under_all_mcs_neighbours_var_2_time_4,mn_ns_v2_t4,0,mn_ns_v2_t4
879,mean_under_all_mcs_neighbours_var_3_time_4,mn_ns_v3_t4,0,mn_ns_v3_t4
880,mean_under_all_mcs_neighbours_var_4_time_4,mn_ns_v4_t4,0,mn_ns_v4_t4
881,mean_under_all_mcs_neighbours_var_5_time_4,mn_ns_v5_t4,0,mn_ns_v5_t4
882,mean_under_all_mcs_neighbours_var_6_time_4,mn_ns_v6_t4,0,mn_ns_v6_t4
883,mean_under_all_mcs_neighbours_var_7_time_4,mn_ns_v7_t4,0,mn_ns_v7_t4
884,mean_under_all_mcs_neighbours_var_8_time_4,mn_ns_v8_t4,0,mn_ns_v8_t4
885,mean_under_all_mcs_neighbours_var_9_time_4,mn_ns_v9_t4,0,mn_ns_v9_t4
886,mean_under_all_mcs_neighbours_var_10_time_4,mn_ns_v10_t4,0,mn_ns_v10_t4
887,mean_under_all_mcs_neighbours_var_11_time_4,mn_ns_v11_t4,0,mn_ns_v11_t4
888,mean_under_all_mcs_neighbours_var_12_time_4,mn_ns_v12_t4,0,mn_ns_v12_t4
889,mean_under_all_mcs_neighbours_var_13_time_4,mn_ns_v13_t4,0,mn_ns_v13_t4
890,mean_under_all_mcs_neighbours_var_14_time_4,mn_ns_v14_t4,0,mn_ns_v14_t4
891,mean_under_all_mcs_neighbours_var_15_time_4,mn_ns_v15_t4,0,mn_ns_v15_t4
892,mean_under_all_mcs_neighbours_var_16_time_4,mn_ns_v16_t4,0,mn_ns_v16_t4
893,mean_under_all_mcs_neighbours_var_17_time_4,mn_ns_v17_t4,0,mn_ns_v17_t4
894,mean_under_all_mcs_neighbours_var_18_time_4,mn_ns_v18_t4,0,mn_ns_v18_t4
895,mean_under_all_mcs_neighbours_var_19_time_4,mn_ns_v19_t4,0,mn_ns_v19_t4
896,mean_under_all_mcs_neighbours_var_1_time_5,mn_ns_v1_t5,0,mn_ns_v1_t5
897,mean_under_all_mcs_neighbours_var_2_time_5,mn_ns_v2_t5,0,mn_ns_v2_t5
898,mean_under_all_mcs_neighbours_var_3_time_5,mn_ns_v3_t5,0,mn_ns_v3_t5
899,mean_under_all_mcs_neighbours_var_4_time_5,mn_ns_v4_t5,0,mn_ns_v4_t5
900,mean_under_all_mcs_neighbours_var_5_time_5,mn_ns_v5_t5,0,mn_ns_v5_t5
901,mean_under_all_mcs_neighbours_var_6_time_5,mn_ns_v6_t5,0,mn_ns_v6_t5
902,mean_under_all_mcs_neighbours_var_7_time_5,mn_ns_v7_t5,0,mn_ns_v7_t5
903,mean_under_all_mcs_neighbours_var_8_time_5,mn_ns_v8_t5,0,mn_ns_v8_t5
904,mean_under_all_mcs_neighbours_var_9_time_5,mn_ns_v9_t5,0,mn_ns_v9_t5
905,mean_under_all_mcs_neighbours_var_10_time_5,mn_ns_v10_t5,0,mn_ns_v10_t5
906,mean_under_all_mcs_neighbours_var_11_time_5,mn_ns_v11_t5,0,mn_ns_v11_t5
907,mean_under_all_mcs_neighbours_var_12_time_5,mn_ns_v12_t5,0,mn_ns_v12_t5
908,mean_under_all_mcs_neighbours_var_13_time_5,mn_ns_v13_t5,0,mn_ns_v13_t5
909,mean_under_all_mcs_neighbours_var_14_time_5,mn_ns_v14_t5,0,mn_ns_v14_t5
910,mean_under_all_mcs_neighbours_var_15_time_5,mn_ns_v15_t5,0,mn_ns_v15_t5
911,mean_under_all_mcs_neighbours_var_16_time_5,mn_ns_v16_t5,0,mn_ns_v16_t5
912,mean_under_all_mcs_neighbours_var_17_time_5,mn_ns_v17_t5,0,mn_ns_v17_t5
913,mean_under_all_mcs_neighbours_var_18_time_5,mn_ns_v18_t5,0,mn_ns_v18_t5
914,mean_under_all_mcs_neighbours_var_19_time_5,mn_ns_v19_t5,0,mn_ns_v19_t5
915,mean_under_all_mcs_neighbours_var_1_time_6,mn_ns_v1_t6,0,mn_ns_v1_t6
916,mean_under_all_mcs_neighbours_var_2_time_6,mn_ns_v2_t6,0,mn_ns_v2_t6
917,mean_under_all_mcs_neighbours_var_3_time_6,mn_ns_v3_t6,0,mn_ns_v3_t6
918,mean_under_all_mcs_neighbours_var_4_time_6,mn_ns_v4_t6,0,mn_ns_v4_t6
919,mean_under_all_mcs_neighbours_var_5_time_6,mn_ns_v5_t6,0,mn_ns_v5_t6
920,mean_under_all_mcs_neighbours_var_6_time_6,mn_ns_v6_t6,0,mn_ns_v6_t6
921,mean_under_all_mcs_neighbours_var_7_time_6,mn_ns_v7_t6,0,mn_ns_v7_t6
922,mean_under_all_mcs_neighbours_var_8_time_6,mn_ns_v8_t6,0,mn_ns_v8_t6
923,mean_under_all_mcs_neighbours_var_9_time_6,mn_ns_v9_t6,0,mn_ns_v9_t6
924,mean_under_all_mcs_neighbours_var_10_time_6,mn_ns_v10_t6,0,mn_ns_v10_t6
925,mean_under_all_mcs_neighbours_var_11_time_6,mn_ns_v11_t6,0,mn_ns_v11_t6
926,mean_under_all_mcs_neighbours_var_12_time_6,mn_ns_v12_t6,0,mn_ns_v12_t6
927,mean_under_all_mcs_neighbours_var_13_time_6,mn_ns_v13_t6,0,mn_ns_v13_t6
928,mean_under_all_mcs_neighbours_var_14_time_6,mn_ns_v14_t6,0,mn_ns_v14_t6
929,mean_under_all_mcs_neighbours_var_15_time_6,mn_ns_v15_t6,0,mn_ns_v15_t6
930,mean_under_all_mcs_neighbours_var_16_time_6,mn_ns_v16_t6,0,mn_ns_v16_t6
931,mean_under_all_mcs_neighbours_var_17_time_6,mn_ns_v17_t6,0,mn_ns_v17_t6
932,mean_under_all_mcs_neighbours_var_18_time_6,mn_ns_v18_t6,0,mn_ns_v18_t6
933,mean_under_all_mcs_neighbours_var_19_time_6,mn_ns_v19_t6,0,mn_ns_v19_t6
934,mean_under_all_mcs_neighbours_var_1_time_7,mn_ns_v1_t7,0,mn_ns_v1_t7
935,mean_under_all_mcs_neighbours_var_2_time_7,mn_ns_v2_t7,0,mn_ns_v2_t7
936,mean_under_all_mcs_neighbours_var_3_time_7,mn_ns_v3_t7,0,mn_ns_v3_t7
937,mean_under_all_mcs_neighbours_var_4_time_7,mn_ns_v4_t7,0,mn_ns_v4_t7
938,mean_under_all_mcs_neighbours_var_5_time_7,mn_ns_v5_t7,0,mn_ns_v5_t7
939,mean_under_all_mcs_neighbours_var_6_time_7,mn_ns_v6_t7,0,mn_ns_v6_t7
940,mean_under_all_mcs_neighbours_var_7_time_7,mn_ns_v7_t7,0,mn_ns_v7_t7
941,mean_under_all_mcs_neighbours_var_8_time_7,mn_ns_v8_t7,0,mn_ns_v8_t7
942,mean_under_all_mcs_neighbours_var_9_time_7,mn_ns_v9_t7,0,mn_ns_v9_t7
943,mean_under_all_mcs_neighbours_var_10_time_7,mn_ns_v10_t7,0,mn_ns_v10_t7
944,mean_under_all_mcs_neighbours_var_11_time_7,mn_ns_v11_t7,0,mn_ns_v11_t7
945,mean_under_all_mcs_neighbours_var_12_time_7,mn_ns_v12_t7,0,mn_ns_v12_t7
946,mean_under_all_mcs_neighbours_var_13_time_7,mn_ns_v13_t7,0,mn_ns_v13_t7
947,mean_under_all_mcs_neighbours_var_14_time_7,mn_ns_v14_t7,0,mn_ns_v14_t7
948,mean_under_all_mcs_neighbours_var_15_time_7,mn_ns_v15_t7,0,mn_ns_v15_t7
949,mean_under_all_mcs_neighbours_var_16_time_7,mn_ns_v16_t7,0,mn_ns_v16_t7
950,mean_under_all_mcs_neighbours_var_17_time_7,mn_ns_v17_t7,0,mn_ns_v17_t7
951,mean_under_all_mcs_neighbours_var_18_time_7,mn_ns_v18_t7,0,mn_ns_v18_t7
952,mean_under_all_mcs_neighbours_var_19_time_7,mn_ns_v19_t7,0,mn_ns_v19_t7
953,mean_under_all_mcs_neighbours_var_1_time_8,mn_ns_v1_t8,0,mn_ns_v1_t8
954,mean_under_all_mcs_neighbours_var_2_time_8,mn_ns_v2_t8,0,mn_ns_v2_t8
955,mean_under_all_mcs_neighbours_var_3_time_8,mn_ns_v3_t8,0,mn_ns_v3_t8
956,mean_under_all_mcs_neighbours_var_4_time_8,mn_ns_v4_t8,0,mn_ns_v4_t8
957,mean_under_all_mcs_neighbours_var_5_time_8,mn_ns_v5_t8,0,mn_ns_v5_t8
958,mean_under_all_mcs_neighbours_var_6_time_8,mn_ns_v6_t8,0,mn_ns_v6_t8
959,mean_under_all_mcs_neighbours_var_7_time_8,mn_ns_v7_t8,0,mn_ns_v7_t8
960,mean_under_all_mcs_neighbours_var_8_time_8,mn_ns_v8_t8,0,mn_ns_v8_t8
961,mean_under_all_mcs_neighbours_var_9_time_8,mn_ns_v9_t8,0,mn_ns_v9_t8
962,mean_under_all_mcs_neighbours_var_10_time_8,mn_ns_v10_t8,0,mn_ns_v10_t8
963,mean_under_all_mcs_neighbours_var_11_time_8,mn_ns_v11_t8,0,mn_ns_v11_t8
964,mean_under_all_mcs_neighbours_var_12_time_8,mn_ns_v12_t8,0,mn_ns_v12_t8
965,mean_under_all_mcs_neighbours_var_13_time_8,mn_ns_v13_t8,0,mn_ns_v13_t8
966,mean_under_all_mcs_neighbours_var_14_time_8,mn_ns_v14_t8,0,mn_ns_v14_t8
967,mean_under_all_mcs_neighbours_var_15_time_8,mn_ns_v15_t8,0,mn_ns_v15_t8
968,mean_under_all_mcs_neighbours_var_16_time_8,mn_ns_v16_t8,0,mn_ns_v16_t8
969,mean_under_all_mcs_neighbours_var_17_time_8,mn_ns_v17_t8,0,mn_ns_v17_t8
970,mean_under_all_mcs_neighbours_var_18_time_8,mn_ns_v18_t8,0,mn_ns_v18_t8
971,mean_under_all_mcs_neighbours_var_19_time_8,mn_ns_v19_t8,0,mn_ns_v19_t8
972,mean_under_all_mcs_neighbours_var_1_time_9,mn_ns_v1_t9,0,mn_ns_v1_t9
973,mean_under_all_mcs_neighbours_var_2_time_9,mn_ns_v2_t9,0,mn_ns_v2_t9
974,mean_under_all_mcs_neighbours_var_3_time_9,mn_ns_v3_t9,0,mn_ns_v3_t9
975,mean_under_all_mcs_neighbours_var_4_time_9,mn_ns_v4_t9,0,mn_ns_v4_t9
976,mean_under_all_mcs_neighbours_var_5_time_9,mn_ns_v5_t9,0,mn_ns_v5_t9
977,mean_under_all_mcs_neighbours_var_6_time_9,mn_ns_v6_t9,0,mn_ns_v6_t9
978,mean_under_all_mcs_neighbours_var_7_time_9,mn_ns_v7_t9,0,mn_ns_v7_t9
979,mean_under_all_mcs_neighbours_var_8_time_9,mn_ns_v8_t9,0,mn_ns_v8_t9
980,mean_under_all_mcs_neighbours_var_9_time_9,mn_ns_v9_t9,0,mn_ns_v9_t9
981,mean_under_all_mcs_neighbours_var_10_time_9,mn_ns_v10_t9,0,mn_ns_v10_t9
982,mean_under_all_mcs_neighbours_var_11_time_9,mn_ns_v11_t9,0,mn_ns_v11_t9
983,mean_under_all_mcs_neighbours_var_12_time_9,mn_ns_v12_t9,0,mn_ns_v12_t9
984,mean_under_all_mcs_neighbours_var_13_time_9,mn_ns_v13_t9,0,mn_ns_v13_t9
985,mean_under_all_mcs_neighbours_var_14_time_9,mn_ns_v14_t9,0,mn_ns_v14_t9
986,mean_under_all_mcs_neighbours_var_15_time_9,mn_ns_v15_t9,0,mn_ns_v15_t9
987,mean_under_all_mcs_neighbours_var_16_time_9,mn_ns_v16_t9,0,mn_ns_v16_t9
988,mean_under_all_mcs_neighbours_var_17_time_9,mn_ns_v17_t9,0,mn_ns_v17_t9
989,mean_under_all_mcs_neighbours_var_18_time_9,mn_ns_v18_t9,0,mn_ns_v18_t9
990,mean_under_all_mcs_neighbours_var_19_time_9,mn_ns_v19_t9,0,mn_ns_v19_t9
991,std_everywhere_var_1_time_0,std_ts_v1_t0,0,std_ts_v1_t0
992,std_everywhere_var_2_time_0,std_ts_v2_t0,0,std_ts_v2_t0
993,std_everywhere_var_3_time_0,std_ts_v3_t0,0,std_ts_v3_t0
994,std_everywhere_var_4_time_0,std_ts_v4_t0,0,std_ts_v4_t0
995,std_everywhere_var_5_time_0,std_ts_v5_t0,0,std_ts_v5_t0
996,std_everywhere_var_6_time_0,std_ts_v6_t0,0,std_ts_v6_t0
997,std_everywhere_var_7_time_0,std_ts_v7_t0,0,std_ts_v7_t0
998,std_everywhere_var_8_time_0,std_ts_v8_t0,0,std_ts_v8_t0
999,std_everywhere_var_9_time_0,std_ts_v9_t0,0,std_ts_v9_t0
1000,std_everywhere_var_10_time_0,std_ts_v10_t0,0,std_ts_v10_t0
1001,std_everywhere_var_11_time_0,std_ts_v11_t0,0,std_ts_v11_t0
1002,std_everywhere_var_12_time_0,std_ts_v12_t0,0,std_ts_v12_t0
1003,std_everywhere_var_13_time_0,std_ts_v13_t0,0,std_ts_v13_t0
1004,std_everywhere_var_14_time_0,std_ts_v14_t0,0,std_ts_v14_t0
1005,std_everywhere_var_15_time_0,std_ts_v15_t0,0,std_ts_v15_t0
1006,std_everywhere_var_16_time_0,std_ts_v16_t0,0,std_ts_v16_t0
1007,std_everywhere_var_17_time_0,std_ts_v17_t0,0,std_ts_v17_t0
1008,std_everywhere_var_18_time_0,std_ts_v18_t0,0,std_ts_v18_t0
1009,std_everywhere_var_19_time_0,std_ts_v19_t0,0,std_ts_v19_t0
1010,std_everywhere_var_1_time_1,std_ts_v1_t1,0,std_ts_v1_t1
1011,std_everywhere_var_2_time_1,std_ts_v2_t1,0,std_ts_v2_t1
1012,std_everywhere_var_3_time_1,std_ts_v3_t1,0,std_ts_v3_t1
1013,std_everywhere_var_4_time_1,std_ts_v4_t1,0,std_ts_v4_t1
1014,std_everywhere_var_5_time_1,std_ts_v5_t1,0,std_ts_v5_t1
1015,std_everywhere_var_6_time_1,std_ts_v6_t1,0,std_ts_v6_t1
1016,std_everywhere_var_7_time_1,std_ts_v7_t1,0,std_ts_v7_t1
1017,std_everywhere_var_8_time_1,std_ts_v8_t1,0,std_ts_v8_t1
1018,std_everywhere_var_9_time_1,std_ts_v9_t1,0,std_ts_v9_t1
1019,std_everywhere_var_10_time_1,std_ts_v10_t1,0,std_ts_v10_t1
1020,std_everywhere_var_11_time_1,std_ts_v11_t1,0,std_ts_v11_t1
1021,std_everywhere_var_12_time_1,std_ts_v12_t1,0,std_ts_v12_t1
1022,std_everywhere_var_13_time_1,std_ts_v13_t1,0,std_ts_v13_t1
1023,std_everywhere_var_14_time_1,std_ts_v14_t1,0,std_ts_v14_t1
1024,std_everywhere_var_15_time_1,std_ts_v15_t1,0,std_ts_v15_t1
1025,std_everywhere_var_16_time_1,std_ts_v16_t1,0,std_ts_v16_t1
1026,std_everywhere_var_17_time_1,std_ts_v17_t1,0,std_ts_v17_t1
1027,std_everywhere_var_18_time_1,std_ts_v18_t1,0,std_ts_v18_t1
1028,std_everywhere_var_19_time_1,std_ts_v19_t1,0,std_ts_v19_t1
1029,std_everywhere_var_1_time_2,std_ts_v1_t2,0,std_ts_v1_t2
1030,std_everywhere_var_2_time_2,std_ts_v2_t2,0,std_ts_v2_t2
1031,std_everywhere_var_3_time_2,std_ts_v3_t2,0,std_ts_v3_t2
1032,std_everywhere_var_4_time_2,std_ts_v4_t2,0,std_ts_v4_t2
1033,std_everywhere_var_5_time_2,std_ts_v5_t2,0,std_ts_v5_t2
1034,std_everywhere_var_6_time_2,std_ts_v6_t2,0,std_ts_v6_t2
1035,std_everywhere_var_7_time_2,std_ts_v7_t2,0,std_ts_v7_t2
1036,std_everywhere_var_8_time_2,std_ts_v8_t2,0,std_ts_v8_t2
1037,std_everywhere_var_9_time_2,std_ts_v9_t2,0,std_ts_v9_t2
1038,std_everywhere_var_10_time_2,std_ts_v10_t2,0,std_ts_v10_t2
1039,std_everywhere_var_11_time_2,std_ts_v11_t2,0,std_ts_v11_t2
1040,std_everywhere_var_12_time_2,std_ts_v12_t2,0,std_ts_v12_t2
1041,std_everywhere_var_13_time_2,std_ts_v13_t2,0,std_ts_v13_t2
1042,std_everywhere_var_14_time_2,std_ts_v14_t2,0,std_ts_v14_t2
1043,std_everywhere_var_15_time_2,std_ts_v15_t2,0,std_ts_v15_t2
1044,std_everywhere_var_16_time_2,std_ts_v16_t2,0,std_ts_v16_t2
1045,std_everywhere_var_17_time_2,std_ts_v17_t2,0,std_ts_v17_t2
1046,std_everywhere_var_18_time_2,std_ts_v18_t2,0,std_ts_v18_t2
1047,std_everywhere_var_19_time_2,std_ts_v19_t2,0,std_ts_v19_t2
1048,std_everywhere_var_1_time_3,std_ts_v1_t3,0,std_ts_v1_t3
1049,std_everywhere_var_2_time_3,std_ts_v2_t3,0,std_ts_v2_t3
1050,std_everywhere_var_3_time_3,std_ts_v3_t3,0,std_ts_v3_t3
1051,std_everywhere_var_4_time_3,std_ts_v4_t3,0,std_ts_v4_t3
1052,std_everywhere_var_5_time_3,std_ts_v5_t3,0,std_ts_v5_t3
1053,std_everywhere_var_6_time_3,std_ts_v6_t3,0,std_ts_v6_t3
1054,std_everywhere_var_7_time_3,std_ts_v7_t3,0,std_ts_v7_t3
1055,std_everywhere_var_8_time_3,std_ts_v8_t3,0,std_ts_v8_t3
1056,std_everywhere_var_9_time_3,std_ts_v9_t3,0,std_ts_v9_t3
1057,std_everywhere_var_10_time_3,std_ts_v10_t3,0,std_ts_v10_t3
1058,std_everywhere_var_11_time_3,std_ts_v11_t3,0,std_ts_v11_t3
1059,std_everywhere_var_12_time_3,std_ts_v12_t3,0,std_ts_v12_t3
1060,std_everywhere_var_13_time_3,std_ts_v13_t3,0,std_ts_v13_t3
1061,std_everywhere_var_14_time_3,std_ts_v14_t3,0,std_ts_v14_t3
1062,std_everywhere_var_15_time_3,std_ts_v15_t3,0,std_ts_v15_t3
1063,std_everywhere_var_16_time_3,std_ts_v16_t3,0,std_ts_v16_t3
1064,std_everywhere_var_17_time_3,std_ts_v17_t3,0,std_ts_v17_t3
1065,std_everywhere_var_18_time_3,std_ts_v18_t3,0,std_ts_v18_t3
1066,std_everywhere_var_19_time_3,std_ts_v19_t3,0,std_ts_v19_t3
1067,std_everywhere_var_1_time_4,std_ts_v1_t4,0,std_ts_v1_t4
1068,std_everywhere_var_2_time_4,std_ts_v2_t4,0,std_ts_v2_t4
1069,std_everywhere_var_3_time_4,std_ts_v3_t4,0,std_ts_v3_t4
1070,std_everywhere_var_4_time_4,std_ts_v4_t4,0,std_ts_v4_t4
1071,std_everywhere_var_5_time_4,std_ts_v5_t4,0,std_ts_v5_t4
