,Old Name,New Name,Flag system,Name Plot
491,mean_under_cloud_var_14_time_3,mn_uc_v14_t3,1,mn_uc_v14_t3*
492,mean_under_cloud_var_15_time_3,mn_uc_v15_t3,1,mn_uc_v15_t3*
493,mean_under_cloud_var_16_time_3,mn_uc_v16_t3,1,mn_uc_v16_t3*
494,mean_under_cloud_var_17_time_3,mn_uc_v17_t3,1,mn_uc_v17_t3*
495,mean_under_cloud_var_18_time_3,mn_uc_v18_t3,1,mn_uc_v18_t3*
496,mean_under_cloud_var_19_time_3,mn_uc_v19_t3,1,mn_uc_v19_t3*
497,mean_under_cloud_var_1_time_4,mn_uc_v1_t4,1,mn_uc_v1_t4*
498,mean_under_cloud_var_2_time_4,mn_uc_v2_t4,1,mn_uc_v2_t4*
499,mean_under_cloud_var_3_time_4,mn_uc_v3_t4,1,mn_uc_v3_t4*
500,mean_under_cloud_var_4_time_4,mn_uc_v4_t4,1,mn_uc_v4_t4*
501,mean_under_cloud_var_5_time_4,mn_uc_v5_t4,1,mn_uc_v5_t4*
502,mean_under_cloud_var_6_time_4,mn_uc_v6_t4,1,mn_uc_v6_t4*
503,mean_under_cloud_var_7_time_4,mn_uc_v7_t4,1,mn_uc_v7_t4*
504,mean_under_cloud_var_8_time_4,mn_uc_v8_t4,1,mn_uc_v8_t4*
505,mean_under_cloud_var_9_time_4,mn_uc_v9_t4,1,mn_uc_v9_t4*
506,mean_under_cloud_var_10_time_4,mn_uc_v10_t4,1,mn_uc_v10_t4*
507,mean_under_cloud_var_11_time_4,mn_uc_v11_t4,1,mn_uc_v11_t4*
508,mean_under_cloud_var_12_time_4,mn_uc_v12_t4,1,mn_uc_v12_t4*
509,mean_under_cloud_var_13_time_4,mn_uc_v13_t4,1,mn_uc_v13_t4*
510,mean_under_cloud_var_14_time_4,mn_uc_v14_t4,1,mn_uc_v14_t4*
511,mean_under_cloud_var_15_time_4,mn_uc_v15_t4,1,mn_uc_v15_t4*
512,mean_under_cloud_var_16_time_4,mn_uc_v16_t4,1,mn_uc_v16_t4*
513,mean_under_cloud_var_17_time_4,mn_uc_v17_t4,1,mn_uc_v17_t4*
514,mean_under_cloud_var_18_time_4,mn_uc_v18_t4,1,mn_uc_v18_t4*
515,mean_under_cloud_var_19_time_4,mn_uc_v19_t4,1,mn_uc_v19_t4*
516,mean_under_cloud_var_1_time_5,mn_uc_v1_t5,1,mn_uc_v1_t5*
517,mean_under_cloud_var_2_time_5,mn_uc_v2_t5,1,mn_uc_v2_t5*
518,mean_under_cloud_var_3_time_5,mn_uc_v3_t5,1,mn_uc_v3_t5*
519,mean_under_cloud_var_4_time_5,mn_uc_v4_t5,1,mn_uc_v4_t5*
520,mean_under_cloud_var_5_time_5,mn_uc_v5_t5,1,mn_uc_v5_t5*
521,mean_under_cloud_var_6_time_5,mn_uc_v6_t5,1,mn_uc_v6_t5*
522,mean_under_cloud_var_7_time_5,mn_uc_v7_t5,1,mn_uc_v7_t5*
523,mean_under_cloud_var_8_time_5,mn_uc_v8_t5,1,mn_uc_v8_t5*
524,mean_under_cloud_var_9_time_5,mn_uc_v9_t5,1,mn_uc_v9_t5*
525,mean_under_cloud_var_10_time_5,mn_uc_v10_t5,1,mn_uc_v10_t5*
526,mean_under_cloud_var_11_time_5,mn_uc_v11_t5,1,mn_uc_v11_t5*
527,mean_under_cloud_var_12_time_5,mn_uc_v12_t5,1,mn_uc_v12_t5*
528,mean_under_cloud_var_13_time_5,mn_uc_v13_t5,1,mn_uc_v13_t5*
529,mean_under_cloud_var_14_time_5,mn_uc_v14_t5,1,mn_uc_v14_t5*
530,mean_under_cloud_var_15_time_5,mn_uc_v15_t5,1,mn_uc_v15_t5*
531,mean_under_cloud_var_16_time_5,mn_uc_v16_t5,1,mn_uc_v16_t5*
532,mean_under_cloud_var_17_time_5,mn_uc_v17_t5,1,mn_uc_v17_t5*
533,mean_under_cloud_var_18_time_5,mn_uc_v18_t5,1,mn_uc_v18_t5*
534,mean_under_cloud_var_19_time_5,mn_uc_v19_t5,1,mn_uc_v19_t5*
535,mean_under_cloud_var_1_time_6,mn_uc_v1_t6,1,mn_uc_v1_t6*
536,mean_under_cloud_var_2_time_6,mn_uc_v2_t6,1,mn_uc_v2_t6*
537,mean_under_cloud_var_3_time_6,mn_uc_v3_t6,1,mn_uc_v3_t6*
538,mean_under_cloud_var_4_time_6,mn_uc_v4_t6,1,mn_uc_v4_t6*
539,mean_under_cloud_var_5_time_6,mn_uc_v5_t6,1,mn_uc_v5_t6*
540,mean_under_cloud_var_6_time_6,mn_uc_v6_t6,1,mn_uc_v6_t6*
541,mean_under_cloud_var_7_time_6,mn_uc_v7_t6,1,mn_uc_v7_t6*
542,mean_under_cloud_var_8_time_6,mn_uc_v8_t6,1,mn_uc_v8_t6*
543,mean_under_cloud_var_9_time_6,mn_uc_v9_t6,1,mn_uc_v9_t6*
544,mean_under_cloud_var_10_time_6,mn_uc_v10_t6,1,mn_uc_v10_t6*
545,mean_under_cloud_var_11_time_6,mn_uc_v11_t6,1,mn_uc_v11_t6*
546,mean_under_cloud_var_12_time_6,mn_uc_v12_t6,1,mn_uc_v12_t6*
547,mean_under_cloud_var_13_time_6,mn_uc_v13_t6,1,mn_uc_v13_t6*
548,mean_under_cloud_var_14_time_6,mn_uc_v14_t6,1,mn_uc_v14_t6*
549,mean_under_cloud_var_15_time_6,mn_uc_v15_t6,1,mn_uc_v15_t6*
550,mean_under_cloud_var_16_time_6,mn_uc_v16_t6,1,mn_uc_v16_t6*
551,mean_under_cloud_var_17_time_6,mn_uc_v17_t6,1,mn_uc_v17_t6*
552,mean_under_cloud_var_18_time_6,mn_uc_v18_t6,1,mn_uc_v18_t6*
553,mean_under_cloud_var_19_time_6,mn_uc_v19_t6,1,mn_uc_v19_t6*
554,mean_under_cloud_var_1_time_7,mn_uc_v1_t7,1,mn_uc_v1_t7*
555,mean_under_cloud_var_2_time_7,mn_uc_v2_t7,1,mn_uc_v2_t7*
556,mean_under_cloud_var_3_time_7,mn_uc_v3_t7,1,mn_uc_v3_t7*
557,mean_under_cloud_var_4_time_7,mn_uc_v4_t7,1,mn_uc_v4_t7*
558,mean_under_cloud_var_5_time_7,mn_uc_v5_t7,1,mn_uc_v5_t7*
559,mean_under_cloud_var_6_time_7,mn_uc_v6_t7,1,mn_uc_v6_t7*
560,mean_under_cloud_var_7_time_7,mn_uc_v7_t7,1,mn_uc_v7_t7*
561,mean_under_cloud_var_8_time_7,mn_uc_v8_t7,1,mn_uc_v8_t7*
562,mean_under_cloud_var_9_time_7,mn_uc_v9_t7,1,mn_uc_v9_t7*
563,mean_under_cloud_var_10_time_7,mn_uc_v10_t7,1,mn_uc_v10_t7*
564,mean_under_cloud_var_11_time_7,mn_uc_v11_t7,1,mn_uc_v11_t7*
565,mean_under_cloud_var_12_time_7,mn_uc_v12_t7,1,mn_uc_v12_t7*
566,mean_under_cloud_var_13_time_7,mn_uc_v13_t7,1,mn_uc_v13_t7*
567,mean_under_cloud_var_14_time_7,mn_uc_v14_t7,1,mn_uc_v14_t7*
568,mean_under_cloud_var_15_time_7,mn_uc_v15_t7,1,mn_uc_v15_t7*
569,mean_under_cloud_var_16_time_7,mn_uc_v16_t7,1,mn_uc_v16_t7*
570,mean_under_cloud_var_17_time_7,mn_uc_v17_t7,1,mn_uc_v17_t7*
571,mean_under_cloud_var_18_time_7,mn_uc_v18_t7,1,mn_uc_v18_t7*
572,mean_under_cloud_var_19_time_7,mn_uc_v19_t7,1,mn_uc_v19_t7*
573,mean_under_cloud_var_1_time_8,mn_uc_v1_t8,1,mn_uc_v1_t8*
574,mean_under_cloud_var_2_time_8,mn_uc_v2_t8,1,mn_uc_v2_t8*
575,mean_under_cloud_var_3_time_8,mn_uc_v3_t8,1,mn_uc_v3_t8*
576,mean_under_cloud_var_4_time_8,mn_uc_v4_t8,1,mn_uc_v4_t8*
577,mean_under_cloud_var_5_time_8,mn_uc_v5_t8,1,mn_uc_v5_t8*
578,mean_under_cloud_var_6_time_8,mn_uc_v6_t8,1,mn_uc_v6_t8*
579,mean_under_cloud_var_7_time_8,mn_uc_v7_t8,1,mn_uc_v7_t8*
580,mean_under_cloud_var_8_time_8,mn_uc_v8_t8,1,mn_uc_v8_t8*
581,mean_under_cloud_var_9_time_8,mn_uc_v9_t8,1,mn_uc_v9_t8*
582,mean_under_cloud_var_10_time_8,mn_uc_v10_t8,1,mn_uc_v10_t8*
583,mean_under_cloud_var_11_time_8,mn_uc_v11_t8,1,mn_uc_v11_t8*
584,mean_under_cloud_var_12_time_8,mn_uc_v12_t8,1,mn_uc_v12_t8*
585,mean_under_cloud_var_13_time_8,mn_uc_v13_t8,1,mn_uc_v13_t8*
586,mean_under_cloud_var_14_time_8,mn_uc_v14_t8,1,mn_uc_v14_t8*
587,mean_under_cloud_var_15_time_8,mn_uc_v15_t8,1,mn_uc_v15_t8*
588,mean_under_cloud_var_16_time_8,mn_uc_v16_t8,1,mn_uc_v16_t8*
589,mean_under_cloud_var_17_time_8,mn_uc_v17_t8,1,mn_uc_v17_t8*
590,mean_under_cloud_var_18_time_8,mn_uc_v18_t8,1,mn_uc_v18_t8*
591,mean_under_cloud_var_19_time_8,mn_uc_v19_t8,1,mn_uc_v19_t8*
592,mean_under_cloud_var_1_time_9,mn_uc_v1_t9,1,mn_uc_v1_t9*
593,mean_under_cloud_var_2_time_9,mn_uc_v2_t9,1,mn_uc_v2_t9*
594,mean_under_cloud_var_3_time_9,mn_uc_v3_t9,1,mn_uc_v3_t9*
595,mean_under_cloud_var_4_time_9,mn_uc_v4_t9,1,mn_uc_v4_t9*
596,mean_under_cloud_var_5_time_9,mn_uc_v5_t9,1,mn_uc_v5_t9*
597,mean_under_cloud_var_6_time_9,mn_uc_v6_t9,1,mn_uc_v6_t9*
598,mean_under_cloud_var_7_time_9,mn_uc_v7_t9,1,mn_uc_v7_t9*
599,mean_under_cloud_var_8_time_9,mn_uc_v8_t9,1,mn_uc_v8_t9*
600,mean_under_cloud_var_9_time_9,mn_uc_v9_t9,1,mn_uc_v9_t9*
601,mean_under_cloud_var_10_time_9,mn_uc_v10_t9,1,mn_uc_v10_t9*
602,mean_under_cloud_var_11_time_9,mn_uc_v11_t9,1,mn_uc_v11_t9*
603,mean_under_cloud_var_12_time_9,mn_uc_v12_t9,1,mn_uc_v12_t9*
604,mean_under_cloud_var_13_time_9,mn_uc_v13_t9,1,mn_uc_v13_t9*
605,mean_under_cloud_var_14_time_9,mn_uc_v14_t9,1,mn_uc_v14_t9*
606,mean_under_cloud_var_15_time_9,mn_uc_v15_t9,1,mn_uc_v15_t9*
607,mean_under_cloud_var_16_time_9,mn_uc_v16_t9,1,mn_uc_v16_t9*
608,mean_under_cloud_var_17_time_9,mn_uc_v17_t9,1,mn_uc_v17_t9*
609,mean_under_cloud_var_18_time_9,mn_uc_v18_t9,1,mn_uc_v18_t9*
610,mean_under_cloud_var_19_time_9,mn_uc_v19_t9,1,mn_uc_v19_t9*
611,mean_everywhere_except_cloud_var_1_time_0,mn_es_v1_t0,0,mn_es_v1_t0
612,mean_everywhere_except_cloud_var_2_time_0,mn_es_v2_t0,0,mn_es_v2_t0
613,mean_everywhere_except_cloud_var_3_time_0,mn_es_v3_t0,0,mn_es_v3_t0
614,mean_everywhere_except_cloud_var_4_time_0,mn_es_v4_t0,0,mn_es_v4_t0
615,mean_everywhere_except_cloud_var_5_time_0,mn_es_v5_t0,0,mn_es_v5_t0
616,mean_everywhere_except_cloud_var_6_time_0,mn_es_v6_t0,0,mn_es_v6_t0
617,mean_everywhere_except_cloud_var_7_time_0,mn_es_v7_t0,0,mn_es_v7_t0
618,mean_everywhere_except_cloud_var_8_time_0,mn_es_v8_t0,0,mn_es_v8_t0
619,mean_everywhere_except_cloud_var_9_time_0,mn_es_v9_t0,0,mn_es_v9_t0
620,mean_everywhere_except_cloud_var_10_time_0,mn_es_v10_t0,0,mn_es_v10_t0
621,mean_everywhere_except_cloud_var_11_time_0,mn_es_v11_t0,0,mn_es_v11_t0
622,mean_everywhere_except_cloud_var_12_time_0,mn_es_v12_t0,0,mn_es_v12_t0
623,mean_everywhere_except_cloud_var_13_time_0,mn_es_v13_t0,0,mn_es_v13_t0
624,mean_everywhere_except_cloud_var_14_time_0,mn_es_v14_t0,0,mn_es_v14_t0
625,mean_everywhere_except_cloud_var_15_time_0,mn_es_v15_t0,0,mn_es_v15_t0
626,mean_everywhere_except_cloud_var_16_time_0,mn_es_v16_t0,0,mn_es_v16_t0
627,mean_everywhere_except_cloud_var_17_time_0,mn_es_v17_t0,0,mn_es_v17_t0
628,mean_everywhere_except_cloud_var_18_time_0,mn_es_v18_t0,0,mn_es_v18_t0
629,mean_everywhere_except_cloud_var_19_time_0,mn_es_v19_t0,0,mn_es_v19_t0
630,mean_everywhere_except_cloud_var_1_time_1,mn_es_v1_t1,0,mn_es_v1_t1
631,mean_everywhere_except_cloud_var_2_time_1,mn_es_v2_t1,0,mn_es_v2_t1
632,mean_everywhere_except_cloud_var_3_time_1,mn_es_v3_t1,0,mn_es_v3_t1
633,mean_everywhere_except_cloud_var_4_time_1,mn_es_v4_t1,0,mn_es_v4_t1
634,mean_everywhere_except_cloud_var_5_time_1,mn_es_v5_t1,0,mn_es_v5_t1
635,mean_everywhere_except_cloud_var_6_time_1,mn_es_v6_t1,0,mn_es_v6_t1
636,mean_everywhere_except_cloud_var_7_time_1,mn_es_v7_t1,0,mn_es_v7_t1
637,mean_everywhere_except_cloud_var_8_time_1,mn_es_v8_t1,0,mn_es_v8_t1
638,mean_everywhere_except_cloud_var_9_time_1,mn_es_v9_t1,0,mn_es_v9_t1
639,mean_everywhere_except_cloud_var_10_time_1,mn_es_v10_t1,0,mn_es_v10_t1
640,mean_everywhere_except_cloud_var_11_time_1,mn_es_v11_t1,0,mn_es_v11_t1
641,mean_everywhere_except_cloud_var_12_time_1,mn_es_v12_t1,0,mn_es_v12_t1
642,mean_everywhere_except_cloud_var_13_time_1,mn_es_v13_t1,0,mn_es_v13_t1
643,mean_everywhere_except_cloud_var_14_time_1,mn_es_v14_t1,0,mn_es_v14_t1
644,mean_everywhere_except_cloud_var_15_time_1,mn_es_v15_t1,0,mn_es_v15_t1
645,mean_everywhere_except_cloud_var_16_time_1,mn_es_v16_t1,0,mn_es_v16_t1
646,mean_everywhere_except_cloud_var_17_time_1,mn_es_v17_t1,0,mn_es_v17_t1
647,mean_everywhere_except_cloud_var_18_time_1,mn_es_v18_t1,0,mn_es_v18_t1
648,mean_everywhere_except_cloud_var_19_time_1,mn_es_v19_t1,0,mn_es_v19_t1
649,mean_everywhere_except_cloud_var_1_time_2,mn_es_v1_t2,0,mn_es_v1_t2
650,mean_everywhere_except_cloud_var_2_time_2,mn_es_v2_t2,0,mn_es_v2_t2
651,mean_everywhere_except_cloud_var_3_time_2,mn_es_v3_t2,0,mn_es_v3_t2
652,mean_everywhere_except_cloud_var_4_time_2,mn_es_v4_t2,0,mn_es_v4_t2
653,mean_everywhere_except_cloud_var_5_time_2,mn_es_v5_t2,0,mn_es_v5_t2
654,mean_everywhere_except_cloud_var_6_time_2,mn_es_v6_t2,0,mn_es_v6_t2
655,mean_everywhere_except_cloud_var_7_time_2,mn_es_v7_t2,0,mn_es_v7_t2
656,mean_everywhere_except_cloud_var_8_time_2,mn_es_v8_t2,0,mn_es_v8_t2
657,mean_everywhere_except_cloud_var_9_time_2,mn_es_v9_t2,0,mn_es_v9_t2
658,mean_everywhere_except_cloud_var_10_time_2,mn_es_v10_t2,0,mn_es_v10_t2
659,mean_everywhere_except_cloud_var_11_time_2,mn_es_v11_t2,0,mn_es_v11_t2
660,mean_everywhere_except_cloud_var_12_time_2,mn_es_v12_t2,0,mn_es_v12_t2
661,mean_everywhere_except_cloud_var_13_time_2,mn_es_v13_t2,0,mn_es_v13_t2
662,mean_everywhere_except_cloud_var_14_time_2,mn_es_v14_t2,0,mn_es_v14_t2
663,mean_everywhere_except_cloud_var_15_time_2,mn_es_v15_t2,0,mn_es_v15_t2
664,mean_everywhere_except_cloud_var_16_time_2,mn_es_v16_t2,0,mn_es_v16_t2
665,mean_everywhere_except_cloud_var_17_time_2,mn_es_v17_t2,0,mn_es_v17_t2
666,mean_everywhere_except_cloud_var_18_time_2,mn_es_v18_t2,0,mn_es_v18_t2
667,mean_everywhere_except_cloud_var_19_time_2,mn_es_v19_t2,0,mn_es_v19_t2
668,mean_everywhere_except_cloud_var_1_time_3,mn_es_v1_t3,0,mn_es_v1_t3
669,mean_everywhere_except_cloud_var_2_time_3,mn_es_v2_t3,0,mn_es_v2_t3
670,mean_everywhere_except_cloud_var_3_time_3,mn_es_v3_t3,0,mn_es_v3_t3
671,mean_everywhere_except_cloud_var_4_time_3,mn_es_v4_t3,0,mn_es_v4_t3
672,mean_everywhere_except_cloud_var_5_time_3,mn_es_v5_t3,0,mn_es_v5_t3
673,mean_everywhere_except_cloud_var_6_time_3,mn_es_v6_t3,0,mn_es_v6_t3
674,mean_everywhere_except_cloud_var_7_time_3,mn_es_v7_t3,0,mn_es_v7_t3
675,mean_everywhere_except_cloud_var_8_time_3,mn_es_v8_t3,0,mn_es_v8_t3
676,mean_everywhere_except_cloud_var_9_time_3,mn_es_v9_t3,0,mn_es_v9_t3
677,mean_everywhere_except_cloud_var_10_time_3,mn_es_v10_t3,0,mn_es_v10_t3
678,mean_everywhere_except_cloud_var_11_time_3,mn_es_v11_t3,0,mn_es_v11_t3
679,mean_everywhere_except_cloud_var_12_time_3,mn_es_v12_t3,0,mn_es_v12_t3
680,mean_everywhere_except_cloud_var_13_time_3,mn_es_v13_t3,0,mn_es_v13_t3
681,mean_everywhere_except_cloud_var_14_time_3,mn_es_v14_t3,0,mn_es_v14_t3
682,mean_everywhere_except_cloud_var_15_time_3,mn_es_v15_t3,0,mn_es_v15_t3
683,mean_everywhere_except_cloud_var_16_time_3,mn_es_v16_t3,0,mn_es_v16_t3
684,mean_everywhere_except_cloud_var_17_time_3,mn_es_v17_t3,0,mn_es_v17_t3
685,mean_everywhere_except_cloud_var_18_time_3,mn_es_v18_t3,0,mn_es_v18_t3
686,mean_everywhere_except_cloud_var_19_time_3,mn_es_v19_t3,0,mn_es_v19_t3
687,mean_everywhere_except_cloud_var_1_time_4,mn_es_v1_t4,0,mn_es_v1_t4
688,mean_everywhere_except_cloud_var_2_time_4,mn_es_v2_t4,0,mn_es_v2_t4
689,mean_everywhere_except_cloud_var_3_time_4,mn_es_v3_t4,0,mn_es_v3_t4
690,mean_everywhere_except_cloud_var_4_time_4,mn_es_v4_t4,0,mn_es_v4_t4
691,mean_everywhere_except_cloud_var_5_time_4,mn_es_v5_t4,0,mn_es_v5_t4
692,mean_everywhere_except_cloud_var_6_time_4,mn_es_v6_t4,0,mn_es_v6_t4
693,mean_everywhere_except_cloud_var_7_time_4,mn_es_v7_t4,0,mn_es_v7_t4
694,mean_everywhere_except_cloud_var_8_time_4,mn_es_v8_t4,0,mn_es_v8_t4
695,mean_everywhere_except_cloud_var_9_time_4,mn_es_v9_t4,0,mn_es_v9_t4
696,mean_everywhere_except_cloud_var_10_time_4,mn_es_v10_t4,0,mn_es_v10_t4
697,mean_everywhere_except_cloud_var_11_time_4,mn_es_v11_t4,0,mn_es_v11_t4
698,mean_everywhere_except_cloud_var_12_time_4,mn_es_v12_t4,0,mn_es_v12_t4
699,mean_everywhere_except_cloud_var_13_time_4,mn_es_v13_t4,0,mn_es_v13_t4
700,mean_everywhere_except_cloud_var_14_time_4,mn_es_v14_t4,0,mn_es_v14_t4
701,mean_everywhere_except_cloud_var_15_time_4,mn_es_v15_t4,0,mn_es_v15_t4
702,mean_everywhere_except_cloud_var_16_time_4,mn_es_v16_t4,0,mn_es_v16_t4
703,mean_everywhere_except_cloud_var_17_time_4,mn_es_v17_t4,0,mn_es_v17_t4
704,mean_everywhere_except_cloud_var_18_time_4,mn_es_v18_t4,0,mn_es_v18_t4
705,mean_everywhere_except_cloud_var_19_time_4,mn_es_v19_t4,0,mn_es_v19_t4
706,mean_everywhere_except_cloud_var_1_time_5,mn_es_v1_t5,0,mn_es_v1_t5
707,mean_everywhere_except_cloud_var_2_time_5,mn_es_v2_t5,0,mn_es_v2_t5
708,mean_everywhere_except_cloud_var_3_time_5,mn_es_v3_t5,0,mn_es_v3_t5
709,mean_everywhere_except_cloud_var_4_time_5,mn_es_v4_t5,0,mn_es_v4_t5
710,mean_everywhere_except_cloud_var_5_time_5,mn_es_v5_t5,0,mn_es_v5_t5
711,mean_everywhere_except_cloud_var_6_time_5,mn_es_v6_t5,0,mn_es_v6_t5
712,mean_everywhere_except_cloud_var_7_time_5,mn_es_v7_t5,0,mn_es_v7_t5
713,mean_everywhere_except_cloud_var_8_time_5,mn_es_v8_t5,0,mn_es_v8_t5
714,mean_everywhere_except_cloud_var_9_time_5,mn_es_v9_t5,0,mn_es_v9_t5
715,mean_everywhere_except_cloud_var_10_time_5,mn_es_v10_t5,0,mn_es_v10_t5
716,mean_everywhere_except_cloud_var_11_time_5,mn_es_v11_t5,0,mn_es_v11_t5
717,mean_everywhere_except_cloud_var_12_time_5,mn_es_v12_t5,0,mn_es_v12_t5
718,mean_everywhere_except_cloud_var_13_time_5,mn_es_v13_t5,0,mn_es_v13_t5
719,mean_everywhere_except_cloud_var_14_time_5,mn_es_v14_t5,0,mn_es_v14_t5
720,mean_everywhere_except_cloud_var_15_time_5,mn_es_v15_t5,0,mn_es_v15_t5
721,mean_everywhere_except_cloud_var_16_time_5,mn_es_v16_t5,0,mn_es_v16_t5
722,mean_everywhere_except_cloud_var_17_time_5,mn_es_v17_t5,0,mn_es_v17_t5
723,mean_everywhere_except_cloud_var_18_time_5,mn_es_v18_t5,0,mn_es_v18_t5
724,mean_everywhere_except_cloud_var_19_time_5,mn_es_v19_t5,0,mn_es_v19_t5
725,mean_everywhere_except_cloud_var_1_time_6,mn_es_v1_t6,0,mn_es_v1_t6
726,mean_everywhere_except_cloud_var_2_time_6,mn_es_v2_t6,0,mn_es_v2_t6
727,mean_everywhere_except_cloud_var_3_time_6,mn_es_v3_t6,0,mn_es_v3_t6
728,mean_everywhere_except_cloud_var_4_time_6,mn_es_v4_t6,0,mn_es_v4_t6
729,mean_everywhere_except_cloud_var_5_time_6,mn_es_v5_t6,0,mn_es_v5_t6
730,mean_everywhere_except_cloud_var_6_time_6,mn_es_v6_t6,0,mn_es_v6_t6
731,mean_everywhere_except_cloud_var_7_time_6,mn_es_v7_t6,0,mn_es_v7_t6
732,mean_everywhere_except_cloud_var_8_time_6,mn_es_v8_t6,0,mn_es_v8_t6
733,mean_everywhere_except_cloud_var_9_time_6,mn_es_v9_t6,0,mn_es_v9_t6
734,mean_everywhere_except_cloud_var_10_time_6,mn_es_v10_t6,0,mn_es_v10_t6
735,mean_everywhere_except_cloud_var_11_time_6,mn_es_v11_t6,0,mn_es_v11_t6
736,mean_everywhere_except_cloud_var_12_time_6,mn_es_v12_t6,0,mn_es_v12_t6
737,mean_everywhere_except_cloud_var_13_time_6,mn_es_v13_t6,0,mn_es_v13_t6
738,mean_everywhere_except_cloud_var_14_time_6,mn_es_v14_t6,0,mn_es_v14_t6
739,mean_everywhere_except_cloud_var_15_time_6,mn_es_v15_t6,0,mn_es_v15_t6
740,mean_everywhere_except_cloud_var_16_time_6,mn_es_v16_t6,0,mn_es_v16_t6
741,mean_everywhere_except_cloud_var_17_time_6,mn_es_v17_t6,0,mn_es_v17_t6
742,mean_everywhere_except_cloud_var_18_time_6,mn_es_v18_t6,0,mn_es_v18_t6
743,mean_everywhere_except_cloud_var_19_time_6,mn_es_v19_t6,0,mn_es_v19_t6
744,mean_everywhere_except_cloud_var_1_time_7,mn_es_v1_t7,0,mn_es_v1_t7
745,mean_everywhere_except_cloud_var_2_time_7,mn_es_v2_t7,0,mn_es_v2_t7
746,mean_everywhere_except_cloud_var_3_time_7,mn_es_v3_t7,0,mn_es_v3_t7
747,mean_everywhere_except_cloud_var_4_time_7,mn_es_v4_t7,0,mn_es_v4_t7
748,mean_everywhere_except_cloud_var_5_time_7,mn_es_v5_t7,0,mn_es_v5_t7
749,mean_everywhere_except_cloud_var_6_time_7,mn_es_v6_t7,0,mn_es_v6_t7
750,mean_everywhere_except_cloud_var_7_time_7,mn_es_v7_t7,0,mn_es_v7_t7
751,mean_everywhere_except_cloud_var_8_time_7,mn_es_v8_t7,0,mn_es_v8_t7
752,mean_everywhere_except_cloud_var_9_time_7,mn_es_v9_t7,0,mn_es_v9_t7
753,mean_everywhere_except_cloud_var_10_time_7,mn_es_v10_t7,0,mn_es_v10_t7
754,mean_everywhere_except_cloud_var_11_time_7,mn_es_v11_t7,0,mn_es_v11_t7
755,mean_everywhere_except_cloud_var_12_time_7,mn_es_v12_t7,0,mn_es_v12_t7
756,mean_everywhere_except_cloud_var_13_time_7,mn_es_v13_t7,0,mn_es_v13_t7
757,mean_everywhere_except_cloud_var_14_time_7,mn_es_v14_t7,0,mn_es_v14_t7
758,mean_everywhere_except_cloud_var_15_time_7,mn_es_v15_t7,0,mn_es_v15_t7
759,mean_everywhere_except_cloud_var_16_time_7,mn_es_v16_t7,0,mn_es_v16_t7
760,mean_everywhere_except_cloud_var_17_time_7,mn_es_v17_t7,0,mn_es_v17_t7
761,mean_everywhere_except_cloud_var_18_time_7,mn_es_v18_t7,0,mn_es_v18_t7
762,mean_everywhere_except_cloud_var_19_time_7,mn_es_v19_t7,0,mn_es_v19_t7
763,mean_everywhere_except_cloud_var_1_time_8,mn_es_v1_t8,0,mn_es_v1_t8
764,mean_everywhere_except_cloud_var_2_time_8,mn_es_v2_t8,0,mn_es_v2_t8
765,mean_everywhere_except_cloud_var_3_time_8,mn_es_v3_t8,0,mn_es_v3_t8
766,mean_everywhere_except_cloud_var_4_time_8,mn_es_v4_t8,0,mn_es_v4_t8
767,mean_everywhere_except_cloud_var_5_time_8,mn_es_v5_t8,0,mn_es_v5_t8
768,mean_everywhere_except_cloud_var_6_time_8,mn_es_v6_t8,0,mn_es_v6_t8
769,mean_everywhere_except_cloud_var_7_time_8,mn_es_v7_t8,0,mn_es_v7_t8
770,mean_everywhere_except_cloud_var_8_time_8,mn_es_v8_t8,0,mn_es_v8_t8
771,mean_everywhere_except_cloud_var_9_time_8,mn_es_v9_t8,0,mn_es_v9_t8
772,mean_everywhere_except_cloud_var_10_time_8,mn_es_v10_t8,0,mn_es_v10_t8
773,mean_everywhere_except_cloud_var_11_time_8,mn_es_v11_t8,0,mn_es_v11_t8
774,mean_everywhere_except_cloud_var_12_time_8,mn_es_v12_t8,0,mn_es_v12_t8
775,mean_everywhere_except_cloud_var_13_time_8,mn_es_v13_t8,0,mn_es_v13_t8
776,mean_everywhere_except_cloud_var_14_time_8,mn_es_v14_t8,0,mn_es_v14_t8
777,mean_everywhere_except_cloud_var_15_time_8,mn_es_v15_t8,0,mn_es_v15_t8
778,mean_everywhere_except_cloud_var_16_time_8,mn_es_v16_t8,0,mn_es_v16_t8
779,mean_everywhere_except_cloud_var_17_time_8,mn_es_v17_t8,0,mn_es_v17_t8
780,mean_everywhere_except_cloud_var_18_time_8,mn_es_v18_t8,0,mn_es_v18_t8
781,mean_everywhere_except_cloud_var_19_time_8,mn_es_v19_t8,0,mn_es_v19_t8
782,mean_everywhere_except_cloud_var_1_time_9,mn_es_v1_t9,0,mn_es_v1_t9
783,mean_everywhere_except_cloud_var_2_time_9,mn_es_v2_t9,0,mn_es_v2_t9
784,mean_everywhere_except_cloud_var_3_time_9,mn_es_v3_t9,0,mn_es_v3_t9
785,mean_everywhere_except_cloud_var_4_time_9,mn_es_v4_t9,0,mn_es_v4_t9
786,mean_everywhere_except_cloud_var_5_time_9,mn_es_v5_t9,0,mn_es_v5_t9
